mins_since_last,hour_of_day,drinks_today,avg_interval,activity_level,time_of_day_bucket,label
56.70140571640909,18,12,43.36138722715625,4,4,1
10.20869261790969,20,8,29.472798362085996,0,4,0
34.56859605528077,8,6,72.8470439982651,7,1,1
6.5080398103440675,9,9,19.713241676350044,3,1,0
2.8322799551614675,14,3,11.309402244036715,3,3,0
32.31444067634907,21,12,38.15816876263728,4,4,1
33.264140685698045,7,9,57.69160181081931,7,1,1
120.0,16,4,30.76321232848433,2,3,1
64.60696226017721,18,0,10.0,0,4,1
0.481820039269663,11,11,40.07865549577275,4,2,0
45.327390732328354,15,9,19.739170705877402,0,3,1
4.840372050958103,18,12,44.99759942259737,7,4,0
33.69346521600751,13,6,43.635005291246685,5,2,1
62.30200023679347,17,0,70.91121887322981,5,3,1
54.92696337675968,22,14,62.33567760826719,2,4,1
81.71109870996298,7,5,64.1586769483495,6,1,1
20.13618469899509,7,3,10.0,6,1,1
17.67780459547129,15,2,54.52942726941017,1,3,1
91.40819670647275,15,0,35.7792234017337,1,3,1
33.93972747473758,7,12,45.63382101987468,2,1,1
2.7613356741682265,21,14,64.17689148577654,3,4,0
7.026122496206857,8,2,47.01669319311564,4,1,0
7.474284334828328,10,1,27.76751390067267,4,2,0
27.847991331553533,10,8,51.79050933568124,0,2,1
24.500181465001564,18,10,29.504117380111218,5,4,1
5.976664668955106,21,12,42.72260466440965,3,4,0
8.221466091353664,19,9,42.88135570948974,1,4,0
48.16801291364449,19,10,52.771031385682434,6,4,1
65.12548327788038,16,14,22.45347349262365,7,3,1
10.978611415749034,10,11,30.301406736362104,3,2,1
9.29427347403779,18,3,10.0,0,4,0
24.15127476471098,20,3,75.61494105238583,7,4,1
30.911421192894117,17,2,17.153856416794703,3,3,1
36.33786140676516,7,10,19.02148639271288,5,1,1
8.936261539018767,11,6,57.83201511478309,5,2,1
11.74620468754063,14,6,42.609494937543545,2,3,0
70.21854216888542,11,5,29.139973050935517,2,2,1
60.18585578054455,7,14,13.807576620082134,4,1,1
51.361581544423096,11,9,28.551112651862248,0,2,1
46.64600207149559,17,14,54.812395085510836,5,3,1
30.465857390235527,16,14,81.75666135233577,0,3,0
16.1285161467005,15,4,55.094392138216605,0,3,0
5.231004803316112,14,0,38.92488945163844,5,3,0
18.576523472688223,22,4,45.56718810056963,0,4,0
8.029540439442266,8,2,42.752677346316034,3,1,0
64.54269994625173,13,10,31.08225920913626,5,2,1
61.0304710796153,10,4,49.80099606872329,5,2,1
15.556149058732384,18,9,58.01820883245917,6,4,1
43.78510884821048,11,0,40.276275687843274,0,2,1
15.36734713282954,20,6,28.793381665896057,7,4,1
34.257975635006574,11,5,58.22083089529822,1,2,1
5.249188721574903,20,14,49.491727991594274,6,4,1
29.796361179196595,11,8,23.629143440597943,6,2,1
5.40633495151158,9,5,39.22361522942049,1,1,0
14.653610774078246,11,12,35.95187597059943,4,2,1
27.167905540467185,20,3,54.457754780730426,6,4,1
31.934176538602348,9,3,50.771478223775254,3,1,1
7.014044608078614,15,7,13.31919626643582,6,3,0
11.885248171698777,16,11,35.96748734807237,7,3,1
71.98427328892438,17,11,66.73245427804119,7,3,1
0.8152117450473614,15,0,68.2303674471255,5,3,0
2.8165884224375555,19,7,35.06089439416273,1,4,0
63.9001338786455,6,14,24.180446667008617,6,1,1
17.820769519315476,14,4,56.064947008078825,4,3,1
32.39733392550054,8,14,55.7767520052385,5,1,1
14.881198881177653,7,10,17.458524735540948,3,1,1
85.36400466318945,12,3,52.06658665166297,0,2,1
53.07342218708004,16,5,29.91298225944227,0,3,1
6.862052406973687,14,0,56.609858443654225,6,3,0
120.0,22,6,29.836506808994393,6,4,1
19.47754296450516,22,12,56.29158290154483,2,4,1
2.3788429062704766,19,2,60.82873403560432,3,4,0
22.960730364948862,11,2,34.85968608879477,4,2,1
2.747705333557975,8,9,52.49835816431113,3,1,0
56.46178350548093,12,12,58.33305019311905,2,2,1
9.196655263282585,13,5,52.188408945445964,2,2,0
37.01946811222019,20,7,36.39511902762798,5,4,1
32.351072483094235,19,10,35.86285651597012,6,4,1
79.33095200208164,12,9,14.953312418973997,1,2,1
84.52160950907522,10,3,55.07653243449484,2,2,1
31.231121255015683,17,3,20.793559712555755,5,3,1
15.771196855773233,17,2,54.57734035259103,7,3,1
7.035837462922474,22,13,53.046106603426196,0,4,0
10.43891379751286,16,13,40.2765089959809,4,3,0
41.129628601298755,10,10,41.80970838992193,1,2,1
30.073423410385455,11,1,70.08361068459931,1,2,1
44.579130522470905,15,5,43.840446014708135,3,3,1
35.093123423448766,12,9,37.62847764894702,3,2,1
51.5776222700771,19,1,47.76488530703685,2,4,1
3.313836203761278,16,7,52.36623082386191,2,3,0
12.34000388619428,8,5,71.21971985147712,5,1,1
5.075953709360473,6,9,31.36543260643339,5,1,0
108.72253070347712,16,1,32.7981611530556,0,3,1
2.7338677027286455,22,0,69.62541030446172,1,4,0
21.545878273471633,8,2,35.383215749802815,2,1,1
87.24449452381745,22,9,43.262618585403416,3,4,1
27.323444615310777,13,14,48.396856718965594,5,2,1
35.48967132037187,13,8,44.00575578022681,2,2,1
120.0,18,9,52.277271019578095,5,4,1
4.494958560137076,12,8,37.10830319142088,2,2,0
101.05107884343411,12,2,54.074257089639964,0,2,1
36.76051340393387,8,11,24.36272688659292,6,1,1
18.14153098455797,12,14,42.6313161295017,5,2,1
13.434036246405563,6,12,19.75804642861715,6,1,1
21.6926674568089,7,13,49.61355774113854,2,1,1
120.0,22,12,39.63584080162087,7,4,1
72.41199224113365,20,8,33.31746217898842,6,4,1
25.873095912084004,6,13,39.86703966015434,7,1,1
11.85131872462391,9,1,10.994825483386595,7,1,1
4.6511082613050805,10,12,48.44618310958856,6,2,0
73.95300360492986,19,7,74.64584133109281,0,4,1
47.60185461630839,9,10,57.072561102067084,5,1,1
32.75377780052679,18,13,30.43390023623026,1,4,1
1.3098240383683744,8,7,32.56046430510294,6,1,0
8.531587356285007,14,2,49.47169440300907,2,3,0
17.660364921285826,22,7,38.693367349564156,4,4,1
8.867871388937507,20,8,63.212578019950925,1,4,0
21.400471260208914,8,10,48.152486541840126,4,1,1
46.50898857664719,7,7,36.46814916692959,1,1,1
2.958180653244549,21,12,53.612421526258835,2,4,0
14.959634688082533,7,7,15.409055985039156,5,1,1
25.78093974825948,21,7,30.432203549058386,7,4,1
43.128586231825885,16,12,56.00012034383731,6,3,1
42.02149854259239,12,4,34.44514947104055,5,2,1
83.77665911243284,9,1,40.431172344022265,6,1,1
7.51086925399355,18,13,49.788020406392185,7,4,0
10.529389395354096,18,2,34.135921455021624,6,4,1
27.275010667446132,7,14,22.21869992979533,4,1,1
3.7853549182846113,9,3,33.30349578174208,2,1,0
6.3691152443477,17,5,36.49013999646753,5,3,0
33.949866666619215,19,14,45.50653400182101,6,4,1
2.3757526578096635,6,5,57.049071575568405,2,1,0
40.24250044117866,7,13,50.17449116788062,2,1,1
21.012671694859,12,14,49.72954502081441,3,2,1
64.12879541117513,20,13,32.735362291204474,2,4,1
105.46040422347882,17,7,49.753017669379915,7,3,1
68.16011828697073,11,2,53.468328081405126,6,2,1
47.942283649325546,8,0,21.22690863714334,6,1,1
22.322086320196153,13,11,44.045040360956065,4,2,1
5.83911267923911,19,1,49.64084139801316,7,4,1
12.193229733292746,8,3,38.6539645856916,5,1,1
31.92411649912064,17,3,19.62593204914971,0,3,1
6.136780005853321,7,7,44.446884009978376,0,1,0
0.4091005117825816,19,14,16.24145764771415,4,4,0
49.522821775861196,11,8,39.637345343528054,7,2,1
5.520649440390889,17,8,35.14965681570687,5,3,0
33.69598522364503,6,9,40.937540998742136,0,1,1
15.11117618792889,6,12,37.31482049323772,1,1,0
120.0,19,9,31.43231515325805,6,4,1
38.84409769973904,13,10,65.52544312800191,6,2,1
27.27728108334677,17,7,42.19372011728284,3,3,1
14.513896220125176,12,10,41.71800049323196,1,2,1
53.60956845891532,8,14,66.03945704747875,2,1,1
45.16237910627524,17,6,35.5254475817283,2,3,1
8.660895536319387,19,3,48.567908808519434,4,4,0
37.625567186953155,17,1,47.58986664939302,2,3,1
36.77635815463949,15,2,32.466164257088145,6,3,1
7.966925220325491,12,11,56.96879185596607,4,2,1
14.859198644131892,17,13,43.36677727839958,3,3,1
1.0442291839999762,7,3,15.505715791870248,2,1,0
11.68551861133651,17,2,62.14810524588844,6,3,1
9.412038947856013,13,3,44.85700191408918,4,2,1
20.11693101038486,20,13,10.0,1,4,1
3.5038267636683984,22,10,26.89074481762862,2,4,0
37.4240084580986,6,7,15.723132494795863,6,1,1
21.166282275765823,16,9,10.0,5,3,1
5.513867692149286,10,3,48.81644477925622,0,2,0
6.397018169004639,16,4,47.557235433843324,0,3,0
65.06473717366525,17,7,55.45425181047763,3,3,1
27.171343979926778,19,1,35.175652959310554,1,4,1
1.4048445743283782,8,5,42.86406626159974,3,1,0
5.6200077967746624,16,13,42.09013890431896,0,3,0
30.37187359406431,20,10,71.32562057171091,3,4,1
4.703271788994993,18,3,25.92298134691227,6,4,0
6.2017551374367,6,6,30.643465589562922,4,1,0
115.71894031170582,20,1,38.45733755295895,1,4,1
33.66771994428295,13,14,33.26618758585306,7,2,1
55.553330774454565,9,0,49.2704306647543,5,1,1
17.52280477135506,10,8,44.5395319785855,1,2,1
32.50635043137686,14,0,55.07713859917027,0,3,1
3.319405428465038,14,10,36.33765047064027,5,3,0
90.97569721443347,11,1,50.82199410677612,2,2,1
71.11298808951332,6,7,54.693894262612986,4,1,1
13.735021683011574,17,9,63.917575948374584,3,3,0
27.83127513698014,6,0,10.0,5,1,1
2.6604580889385527,8,7,56.34497297524692,5,1,0
24.291336848012822,13,1,33.186335872701065,1,2,1
4.036172278310463,10,1,15.539899488771034,3,2,0
32.76879753961869,21,6,48.92131512497929,2,4,1
25.779025839096356,16,6,41.93960462749511,2,3,1
2.1755965678552225,18,5,32.99777581315327,3,4,0
10.386549707736016,19,10,40.866933783778286,7,4,1
13.05362435137084,9,13,25.155577951444936,3,1,1
60.64062091377273,16,6,25.46200584529351,4,3,1
7.142038811149496,22,9,27.660678767663484,5,4,0
27.965393749776393,18,9,43.71246695255817,3,4,1
9.060592304277508,14,14,18.960920923004597,4,3,0
82.71559476264422,21,0,51.20747836389372,1,4,1
46.08141462672386,9,11,55.43257443119218,2,1,1
34.2227224172881,6,6,22.186023714557308,2,1,1
71.20896264455577,6,6,20.322398077537468,4,1,1
35.949994081735554,12,10,31.637623224882496,4,2,1
2.1081454137775113,7,2,65.08418854130274,1,1,0
19.563786397810052,12,8,48.534746187779135,6,2,1
51.84006266140475,9,7,56.960549629217525,0,1,1
13.672154753165328,11,8,24.663469306813507,3,2,1
2.450239623210448,10,11,43.50678867686121,5,2,0
31.446809213053534,8,5,36.30236961168789,5,1,1
38.748820269940765,17,1,10.733222877267146,5,3,1
28.917499105038637,9,4,48.08133988669554,0,1,1
6.541695060948524,15,13,58.737109625366784,3,3,0
14.946881651990896,17,7,31.991363480248,7,3,1
0.7080360518359073,13,7,58.19646549968775,4,2,0
3.413714887016889,13,6,44.470783151607634,3,2,0
53.31861734565328,7,12,28.21015809238076,4,1,1
14.879901732419913,14,0,27.278519509911526,6,3,1
99.89025808517775,11,2,45.47951489532683,3,2,1
66.73327896648982,15,11,33.421191906140564,7,3,1
26.611049543511427,19,5,34.57921349227243,5,4,1
2.9533465220262314,8,1,33.48834730756029,5,1,0
120.0,15,8,29.167280381095416,0,3,1
89.62805070156465,19,0,60.8531132352597,4,4,1
13.3713590660893,8,8,47.65418515798107,1,1,1
2.471257694643857,7,3,47.6163650546725,7,1,0
31.57414786105062,19,3,25.909969092718686,5,4,1
0.011639649451728865,16,13,15.153507022432745,6,3,0
2.2159273132685984,7,9,38.81381878590472,1,1,0
2.0830978498548287,20,8,21.538366813508787,4,4,0
4.529294210840328,19,2,48.22794787802161,0,4,0
24.92599383521229,12,7,46.55407254619525,3,2,1
6.680136026153014,9,11,47.05903901162567,4,1,0
76.19048709342167,8,6,10.840188557723007,6,1,1
46.29836130007474,10,13,31.492113717809826,4,2,1
0.6782593813256205,20,4,31.806333276212758,6,4,0
33.76869778595939,18,4,46.243545503913936,4,4,1
56.60036052865415,18,3,19.180809091501906,2,4,1
21.203967088042496,9,1,57.52326582725297,7,1,1
58.25217602491028,11,9,44.27334838858298,0,2,1
3.7713108524070904,14,8,30.915766903947038,4,3,0
11.46691970380288,13,4,39.724764686438405,7,2,1
78.92209143206573,13,0,30.392598478462236,7,2,1
74.93401360738292,10,11,70.20080871289935,4,2,1
1.3567238943958317,16,0,27.962609001825292,5,3,0
120.0,20,2,24.296335259770906,2,4,1
18.59378592376157,10,13,28.030607833878335,7,2,1
120.0,13,7,18.672839998872345,1,2,1
0.3668857077966014,9,13,36.82995871673511,0,1,0
26.448296969026533,15,4,38.90396547389391,1,3,1
32.2352031564318,21,11,43.44931671763319,0,4,1
16.291838829443787,19,11,23.282862596929817,3,4,1
9.637205349596526,17,2,44.61110046713651,2,3,0
38.95784430913239,12,0,44.53500612645001,4,2,1
49.23338772880694,13,13,53.32898320496312,3,2,1
1.9376991993769495,16,8,38.58442374946928,6,3,0
3.3729050718139275,20,2,33.637014669578335,5,4,0
27.34914507338282,6,7,27.117418405703585,6,1,1
40.865777088388434,12,11,59.34629131124119,6,2,1
6.137726985898311,21,7,52.426817735426596,0,4,0
11.395809246632163,8,9,20.596963846095047,4,1,1
46.227078889884744,12,10,32.280376761727794,4,2,1
27.079405366523233,9,5,43.46400161244992,3,1,1
47.92807114735654,19,8,38.18577777088328,2,4,1
49.40853070480779,11,7,23.931187754609116,6,2,1
20.835992117862933,15,7,33.127945191793984,5,3,1
18.623025510261805,13,6,57.49822886465509,3,2,1
18.014909708463765,12,3,66.88233866140948,4,2,1
30.36116884808505,9,7,64.46393771894411,1,1,1
32.25842481751304,22,14,56.73853080048042,5,4,1
8.243282145309099,9,2,22.874663287997425,6,1,0
46.54773285605344,6,1,31.260446885508227,3,1,1
46.56858174183953,16,8,42.84771754318697,0,3,1
35.52072131836296,21,14,36.60273851725252,5,4,1
48.13319360038715,12,8,45.34250315837264,2,2,1
0.9291084325134364,22,13,32.08334703631091,0,4,0
92.88308492649703,15,2,55.49445920729209,4,3,1
21.67900745942538,22,4,22.45124746434568,5,4,1
34.90974189759719,12,6,10.0,0,2,1
0.2468908767789274,14,5,33.035194832538004,0,3,0
48.71334607395723,9,4,25.354370930749425,2,1,1
11.285000512859433,19,7,39.00207223671951,6,4,1
20.907743460276997,18,5,39.67949058477346,7,4,1
1.666576414343747,16,8,20.293632794709506,2,3,0
14.93464194580878,20,1,45.269332141368125,7,4,1
28.74770010982982,12,4,38.35676062796195,7,2,1
34.27543989809985,10,9,27.4337802760936,0,2,1
21.822330886031267,17,8,30.889816018518175,0,3,1
66.54324229920887,6,0,55.181017970557875,6,1,1
43.065291521085896,22,1,38.76028322442717,0,4,1
19.590173767003712,10,1,23.135611086912537,1,2,1
21.715618388411,21,2,49.287313915077966,7,4,1
54.121301900655446,11,11,41.08566379421551,2,2,1
54.00780373839329,12,4,32.758847167269515,5,2,1
49.100154730960305,20,7,45.36436388985842,3,4,1
71.56380630358528,14,7,53.246646657207386,0,3,1
17.342187703414634,8,5,27.949543059095937,2,1,0
16.754971168851448,10,2,32.090710836396696,7,2,1
11.846357841116886,14,3,25.849254259450966,0,3,0
17.644626857262313,21,13,21.71328083021175,3,4,1
28.56135359130749,7,6,16.51492190457674,2,1,1
11.347488584966253,13,5,34.97837001840189,7,2,1
15.82260133183185,21,10,55.05247680329297,5,4,1
3.050390886678007,14,11,27.10989574451034,0,3,0
18.93059794602882,18,1,22.16483076429948,2,4,1
40.63878315486251,8,0,32.14005139816965,2,1,1
7.26358479543442,14,3,44.15063565857477,0,3,0
15.49984786652947,7,5,32.5245641171133,1,1,1
9.805728136877406,6,4,52.856379954805334,2,1,0
20.946637177207425,16,8,69.15815339662905,0,3,0
64.45844457620079,16,13,40.56925654435669,3,3,1
47.05276671380183,7,1,26.153010843132275,3,1,1
9.01979901573747,13,6,53.06945946185866,3,2,0
70.44814286094709,20,5,31.084504414806908,0,4,1
12.681501416542325,19,3,50.85415880843313,4,4,1
80.18937130570204,6,5,50.08860551804097,2,1,1
17.28656834613339,19,5,31.415544208239012,5,4,1
16.75387197566525,19,10,31.97007721069116,7,4,1
0.9642879969666397,11,6,45.823639716780164,5,2,0
84.57889246148898,15,2,53.329941303264405,3,3,1
35.283572834413604,19,7,45.50930970102011,7,4,1
10.695858266196373,14,0,11.72199921968324,2,3,0
2.69994200669388,14,10,49.83415597379337,2,3,0
81.61868267669125,13,1,54.25461387960364,0,2,1
120.0,21,12,32.42754152732575,3,4,1
30.597207872684848,19,1,67.91026668805807,7,4,1
62.302420401435874,8,11,43.97733290948331,0,1,1
2.340587637679635,6,7,10.0,3,1,0
84.54220449928822,19,14,34.1713884514131,3,4,1
20.50553833726804,13,4,58.32700828778219,4,2,1
35.71946643781989,12,11,36.30906267805077,4,2,1
120.0,17,1,36.885534205264314,0,3,1
24.701547109948706,11,5,41.592681517333176,2,2,1
5.279781868829902,15,0,18.7757108392534,2,3,0
7.6397142655975045,8,12,77.2670105296215,4,1,0
0.19323541780584202,19,0,35.36186384425205,4,4,0
20.202421857764808,15,10,31.288333172440424,0,3,1
4.229958070473202,12,6,39.721629913508984,2,2,0
1.6061716420067302,16,12,62.208520833128325,7,3,0
83.361158394917,18,11,22.027239510964964,1,4,1
108.58534378293547,10,7,52.16055483024991,0,2,1
32.40386338450772,7,3,27.51559175322741,1,1,1
3.3888609032715533,20,11,53.79621421491986,3,4,0
2.9252053447665927,20,8,42.529820079500915,0,4,0
36.39057155458366,16,12,43.100860708674915,3,3,1
6.5995701720146345,11,10,43.148681344628045,2,2,1
26.722494606249644,13,1,39.50155014033309,2,2,1
20.85138467294307,18,14,10.609146608638842,6,4,1
59.38652001008785,11,11,55.71913092628213,3,2,1
39.119256438696524,14,4,43.93543570485494,3,3,1
56.048028059427125,8,2,12.710381070029147,7,1,1
0.4335133238006638,9,11,25.198209313906826,7,1,0
6.337672208742431,12,3,37.68301721698036,1,2,0
36.32848653072126,8,10,59.104604982274694,2,1,1
13.049040393489916,11,4,58.33184953559581,7,2,1
120.0,6,14,27.855947201175308,4,1,1
9.079050007453025,8,10,13.490539703341355,5,1,0
49.40120164500187,20,4,48.41379171911858,4,4,1
16.193302830642597,10,2,43.59364810544813,3,2,1
27.590354403137315,18,10,38.39046783993657,4,4,1
120.0,9,4,42.749503181574894,1,1,1
6.4514770351044906,8,9,48.14239838978537,1,1,0
2.0781585232933284,19,14,10.310502844363185,3,4,0
30.612109869377303,8,12,36.92069362767849,2,1,1
53.37650963549187,8,11,24.272138301922105,7,1,1
33.9263275161984,10,6,33.0203431482992,0,2,1
43.43254181690935,7,10,31.08091249240742,5,1,1
4.900425917668082,16,6,44.03690411867661,3,3,0
22.00887771766552,17,5,38.130733057148056,7,3,1
3.4424065108588064,11,14,38.74598292113618,2,2,0
7.951319351793523,20,10,10.0,1,4,1
45.27575156544534,19,10,57.90934389982417,6,4,1
31.326229886688107,12,12,42.44591601144124,7,2,1
67.33608668124751,22,0,48.90335083421293,5,4,1
8.729614976237059,21,1,69.35595460812462,2,4,0
71.96359556768427,15,9,61.38904872218673,3,3,1
57.11558169752825,8,7,61.70400307299336,2,1,1
120.0,13,9,31.965799923618825,6,2,1
1.5808369355127878,9,8,30.793046847356848,4,1,0
49.00353232614889,10,11,57.83370057211964,3,2,1
42.1430468699029,13,6,27.696380058269476,7,2,1
40.69979269731101,11,10,28.11370118500058,3,2,1
30.116773331283547,7,12,40.45286180815233,7,1,1
40.071982336251025,22,6,32.898128595514606,5,4,1
1.803593032361626,7,9,15.886602034465387,3,1,0
69.67463810119683,8,7,28.165888468613947,6,1,1
82.79747238850116,12,4,42.58182058503164,5,2,1
120.0,22,6,10.0,1,4,1
60.29750128930678,19,1,52.65058933235588,7,4,1
11.98568783431074,9,12,43.39451402232801,3,1,1
24.02959198149029,19,1,45.02858030604923,2,4,1
11.08912828247002,22,14,50.60226143970601,5,4,1
42.96258489576631,13,8,47.19681164476263,7,2,1
13.30673382919124,16,8,19.811936147901775,2,3,0
70.49046478590581,9,3,11.806590579849672,7,1,1
116.42459332590505,10,0,39.01678589828493,0,2,1
93.15968857207622,15,14,47.833655218720146,4,3,1
7.065809502754563,17,10,41.32986386442156,5,3,0
10.965433071632924,17,4,37.90830586478501,7,3,1
17.02149215084801,14,2,18.377769075853337,5,3,1
51.557650730888604,14,11,35.70412189754835,4,3,1
60.44439939240143,7,8,34.44114215391322,7,1,1
36.51583530921196,9,12,50.09329324476177,3,1,1
46.95928138249148,11,11,42.074480346787155,5,2,1
7.775709399712484,9,4,26.822757451778948,0,1,0
60.6674343574283,15,4,51.11236518130189,5,3,1
9.692385936311572,11,7,47.54927003224973,5,2,1
18.683906691651092,8,14,49.885470233086046,3,1,1
0.3490686660353451,16,8,40.33698839218069,5,3,0
50.2874366017107,21,14,33.37047704118687,3,4,1
4.695614254953122,15,10,17.129418250182912,4,3,0
10.80373225218122,6,6,10.0,5,1,1
29.59186880455088,21,10,48.86532334839814,3,4,1
65.72002495186419,14,10,45.568193020852455,7,3,1
21.43685084997561,9,7,38.45117859776429,6,1,1
2.1550844600145735,17,9,42.274282410409455,6,3,0
53.829973250477124,16,14,62.05481158054728,0,3,1
8.938451528950688,17,6,45.082219012161055,1,3,0
13.249289180039431,16,12,47.47332622745178,6,3,1
6.264452598997224,16,10,58.647751558215376,0,3,0
77.29955814916127,14,13,23.663798257782933,1,3,1
12.579589486699934,7,14,46.834279292868075,5,1,1
2.7755747169517786,11,13,37.29412477356388,1,2,0
6.958928908982797,8,13,39.13588054426743,4,1,0
1.7944926837644395,6,0,33.56133369552008,5,1,0
4.035189244949085,9,2,10.0,2,1,0
120.0,17,10,52.34843317520234,6,3,1
2.6561395774845358,11,3,48.027121531829806,4,2,0
100.69811625623736,16,10,46.388308092895535,6,3,1
17.461038080845817,15,7,29.063812553459517,5,3,1
35.81765433614735,12,0,43.48233924613053,5,2,1
67.63575137449213,17,8,46.951646085412285,3,3,1
91.22106619683406,15,14,21.243883990454236,3,3,1
6.855757686990448,13,10,27.329253073658567,4,2,0
22.9473914122532,18,12,34.62489771968167,7,4,1
120.0,7,2,90.0,6,1,1
16.267153850692115,8,2,41.50780141762243,5,1,1
34.05380129190068,18,3,58.67032069547645,1,4,1
37.41324380457279,6,9,27.940414017895336,0,1,1
6.74242602104144,7,7,16.896285519533848,2,1,0
19.521100983483908,17,9,37.273370861756,6,3,1
78.58221795831822,12,9,37.163194138344494,3,2,1
60.638011264315175,20,1,46.135420806139564,0,4,1
12.269016032000732,21,6,41.382692644547305,2,4,0
2.502645497413412,20,2,10.0,7,4,0
61.35503451402392,9,1,30.205630131132835,3,1,1
5.753903785981726,22,6,37.49205785391472,4,4,0
50.767467572924915,11,4,27.003690828271683,6,2,1
12.694191164695956,8,2,56.60485619467754,3,1,0
47.40378794482184,10,12,14.11289906814105,5,2,1
59.63634515987736,21,10,30.750924189317544,7,4,1
81.27622122119615,9,6,50.58047815342677,5,1,1
31.26042581549853,22,10,62.46053456401187,7,4,1
6.408760060953064,14,0,49.75675138804209,3,3,0
